dispatch_id,module_name,vmfb_path,mlir_path,mean_time,mean_unit,mean_time_ns,returncode,log_path,source,op,shape,cycles,implementation,cell_class,exclusion_reason
632,moonshine$dispatch_632_add_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,add_s8,n=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
633,moonshine$dispatch_633_layernorm_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,layernorm_s8,M=1;K=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
634,moonshine$dispatch_634_linear_s8,,,0.554090355,ms,554090.355,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,22164,roccmoon_engine[curated],measured,
635,moonshine$dispatch_635_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=36;N=165;transpose_b=1,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
636,moonshine$dispatch_636_softmax_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,softmax_s8,M=8;K=165,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
637,moonshine$dispatch_637_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=165;N=36;transpose_b=1,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
638,moonshine$dispatch_638_linear_s8,,,0.590800275,ms,590800.275,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,23632,roccmoon_engine[curated],measured,
639,moonshine$dispatch_639_add_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,add_s8,n=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
640,moonshine$dispatch_640_layernorm_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,layernorm_s8,M=1;K=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
641,moonshine$dispatch_641_linear_s8,,,1.261403445,ms,1261403.445,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=1152,50456,roccmoon_engine[curated],measured,
642,moonshine$dispatch_642_silu_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,silu_s8,n=1152,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
643,moonshine$dispatch_643_linear_s8,,,1.274654903,ms,1274654.903,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=1152,50986,roccmoon_engine[curated],measured,
644,moonshine$dispatch_644_mul_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,mul_s8,n=1152,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
645,moonshine$dispatch_645_linear_s8,,,1.280714392,ms,1280714.393,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=1152;N=288,51229,roccmoon_engine[curated],measured,
646,moonshine$dispatch_646_add_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,add_s8,n=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
647,moonshine$dispatch_647_layernorm_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,layernorm_s8,M=1;K=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
648,moonshine$dispatch_648_linear_s8,,,14.163234255,ms,14163234.255,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=16384,566529,roccmoon_engine[curated],measured,
649,moonshine$dispatch_649_linear_s8,,,14.169205500,ms,14169205.500,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=16384,566768,roccmoon_engine[curated],measured,
650,moonshine$dispatch_650_cat2_c1_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,cat2_c1_s8,N=1;H=1;W=1;C_inputs=16384|16384;C_total=32768,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
651,moonshine$dispatch_651_layernorm_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,layernorm_s8,M=1;K=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
652,moonshine$dispatch_652_linear_s8,,,0.569209665,ms,569209.665,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,22768,roccmoon_engine[curated],measured,
653,moonshine$dispatch_653_rope_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,rope_s8,T=1;H=8;D=36;R=32,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
654,moonshine$dispatch_654_linear_s8,,,0.533411610,ms,533411.610,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,21336,roccmoon_engine[curated],measured,
655,moonshine$dispatch_655_rope_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,rope_s8,T=1;H=8;D=36;R=32,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
656,moonshine$dispatch_656_linear_s8,,,0.517409850,ms,517409.850,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,20696,roccmoon_engine[curated],measured,
657,moonshine$dispatch_657_cat2_c1_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,cat2_c1_s8,N=1;H=288;W=1;C_inputs=3|1;C_total=4,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
658,moonshine$dispatch_658_cat2_c1_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,cat2_c1_s8,N=1;H=288;W=1;C_inputs=3|1;C_total=4,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
659,moonshine$dispatch_659_permute4_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,permute4_s8,d0=1;d1=4;d2=8;d3=36;p0=0;p1=2;p2=1;p3=3,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
660,moonshine$dispatch_660_permute4_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,permute4_s8,d0=1;d1=4;d2=8;d3=36;p0=0;p1=2;p2=1;p3=3,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
661,moonshine$dispatch_661_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=36;N=4;transpose_b=1,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
662,moonshine$dispatch_662_softmax_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,softmax_s8,M=8;K=4,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
663,moonshine$dispatch_663_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=4;N=36;transpose_b=0,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
664,moonshine$dispatch_664_linear_s8,,,0.537823860,ms,537823.860,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,21513,roccmoon_engine[curated],measured,
665,moonshine$dispatch_665_add_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,add_s8,n=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
666,moonshine$dispatch_666_layernorm_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,layernorm_s8,M=1;K=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
667,moonshine$dispatch_667_linear_s8,,,0.526543208,ms,526543.208,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,21062,roccmoon_engine[curated],measured,
668,moonshine$dispatch_668_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=36;N=165;transpose_b=1,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
669,moonshine$dispatch_669_softmax_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,softmax_s8,M=8;K=165,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
670,moonshine$dispatch_670_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=165;N=36;transpose_b=1,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
671,moonshine$dispatch_671_linear_s8,,,0.562414800,ms,562414.800,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,22497,roccmoon_engine[curated],measured,
672,moonshine$dispatch_672_add_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,add_s8,n=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
673,moonshine$dispatch_673_layernorm_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,layernorm_s8,M=1;K=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
674,moonshine$dispatch_674_linear_s8,,,1.238547990,ms,1238547.990,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=1152,49542,roccmoon_engine[curated],measured,
675,moonshine$dispatch_675_silu_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,silu_s8,n=1152,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
676,moonshine$dispatch_676_linear_s8,,,1.239033337,ms,1239033.337,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=1152,49561,roccmoon_engine[curated],measured,
677,moonshine$dispatch_677_mul_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,mul_s8,n=1152,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
678,moonshine$dispatch_678_linear_s8,,,1.239121583,ms,1239121.583,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=1152;N=288,49565,roccmoon_engine[curated],measured,
679,moonshine$dispatch_679_add_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,add_s8,n=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
680,moonshine$dispatch_680_layernorm_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,layernorm_s8,M=1;K=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
681,moonshine$dispatch_681_linear_s8,,,0.528396352,ms,528396.352,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,21136,roccmoon_engine[curated],measured,
682,moonshine$dispatch_682_rope_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,rope_s8,T=1;H=8;D=36;R=32,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
683,moonshine$dispatch_683_linear_s8,,,0.525999030,ms,525999.030,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,21040,roccmoon_engine[curated],measured,
684,moonshine$dispatch_684_rope_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,rope_s8,T=1;H=8;D=36;R=32,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
685,moonshine$dispatch_685_linear_s8,,,0.528293400,ms,528293.400,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,21132,roccmoon_engine[curated],measured,
686,moonshine$dispatch_686_cat2_c1_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,cat2_c1_s8,N=1;H=288;W=1;C_inputs=3|1;C_total=4,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
687,moonshine$dispatch_687_cat2_c1_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,cat2_c1_s8,N=1;H=288;W=1;C_inputs=3|1;C_total=4,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
688,moonshine$dispatch_688_permute4_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,permute4_s8,d0=1;d1=4;d2=8;d3=36;p0=0;p1=2;p2=1;p3=3,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
689,moonshine$dispatch_689_permute4_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,permute4_s8,d0=1;d1=4;d2=8;d3=36;p0=0;p1=2;p2=1;p3=3,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
690,moonshine$dispatch_690_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=36;N=4;transpose_b=1,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
691,moonshine$dispatch_691_softmax_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,softmax_s8,M=8;K=4,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
692,moonshine$dispatch_692_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=4;N=36;transpose_b=0,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
693,moonshine$dispatch_693_linear_s8,,,0.553252028,ms,553252.027,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,22130,roccmoon_engine[curated],measured,
694,moonshine$dispatch_694_add_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,add_s8,n=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
695,moonshine$dispatch_695_layernorm_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,layernorm_s8,M=1;K=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
696,moonshine$dispatch_696_linear_s8,,,0.529293510,ms,529293.510,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,21172,roccmoon_engine[curated],measured,
697,moonshine$dispatch_697_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=36;N=165;transpose_b=1,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
698,moonshine$dispatch_698_softmax_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,softmax_s8,M=8;K=165,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
699,moonshine$dispatch_699_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=165;N=36;transpose_b=1,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
700,moonshine$dispatch_700_linear_s8,,,0.565312178,ms,565312.178,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,22612,roccmoon_engine[curated],measured,
701,moonshine$dispatch_701_add_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,add_s8,n=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
702,moonshine$dispatch_702_layernorm_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,layernorm_s8,M=1;K=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
703,moonshine$dispatch_703_linear_s8,,,1.238430330,ms,1238430.330,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=1152,49537,roccmoon_engine[curated],measured,
704,moonshine$dispatch_704_silu_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,silu_s8,n=1152,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
705,moonshine$dispatch_705_linear_s8,,,1.242342525,ms,1242342.525,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=1152,49694,roccmoon_engine[curated],measured,
706,moonshine$dispatch_706_mul_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,mul_s8,n=1152,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
707,moonshine$dispatch_707_linear_s8,,,1.243019070,ms,1243019.070,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=1152;N=288,49721,roccmoon_engine[curated],measured,
708,moonshine$dispatch_708_add_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,add_s8,n=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
709,moonshine$dispatch_709_layernorm_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,layernorm_s8,M=1;K=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
710,moonshine$dispatch_710_linear_s8,,,0.532249718,ms,532249.718,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,21290,roccmoon_engine[curated],measured,
711,moonshine$dispatch_711_rope_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,rope_s8,T=1;H=8;D=36;R=32,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
712,moonshine$dispatch_712_linear_s8,,,0.543471540,ms,543471.540,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,21739,roccmoon_engine[curated],measured,
713,moonshine$dispatch_713_rope_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,rope_s8,T=1;H=8;D=36;R=32,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
714,moonshine$dispatch_714_linear_s8,,,0.529896518,ms,529896.518,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,21196,roccmoon_engine[curated],measured,
715,moonshine$dispatch_715_cat2_c1_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,cat2_c1_s8,N=1;H=288;W=1;C_inputs=3|1;C_total=4,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
716,moonshine$dispatch_716_cat2_c1_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,cat2_c1_s8,N=1;H=288;W=1;C_inputs=3|1;C_total=4,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
717,moonshine$dispatch_717_permute4_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,permute4_s8,d0=1;d1=4;d2=8;d3=36;p0=0;p1=2;p2=1;p3=3,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
718,moonshine$dispatch_718_permute4_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,permute4_s8,d0=1;d1=4;d2=8;d3=36;p0=0;p1=2;p2=1;p3=3,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
719,moonshine$dispatch_719_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=36;N=4;transpose_b=1,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
720,moonshine$dispatch_720_softmax_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,softmax_s8,M=8;K=4,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
721,moonshine$dispatch_721_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=4;N=36;transpose_b=0,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
722,moonshine$dispatch_722_linear_s8,,,0.555428737,ms,555428.738,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,22217,roccmoon_engine[curated],measured,
723,moonshine$dispatch_723_add_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,add_s8,n=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
